layer_id,layer_name
0,1
1,10
2,12
3,12E
4,16
5,2
6,21
7,22
8,23
9,24
10,24E
11,25
12,26
13,27
14,28
15,3
16,30
17,301
18,302
19,306
20,307
21,308
22,309
23,31
24,312
25,314
26,32
27,320
28,34
29,35
30,350
31,351
32,352
33,353
34,354
35,358
36,36
37,360
38,3E
39,4
40,40
41,42
42,43
43,44
44,440
45,5
46,52
47,53
48,5E
49,7
50,724
51,7E
52,8
53,8E
54,9
55,91
56,94
57,95
58,97
59,E
60,RB75
61,RE9
