layer_id,layer_name
0,12
1,177
2,22
3,320
4,330
5,341
6,391
7,540
8,552
9,564
10,569
11,570
12,571
13,7
14,D50
15,N1
16,N2
17,N3
18,N42
19,N5
20,N9
21,R11
22,R13
23,R22
24,R32
25,R41
26,R51
27,R63
28,R64
29,R72
30,R73
31,S20
32,S30
33,S50
34,S60
35,S70
36,S71
37,S75
38,S90
39,Schulbus Wolbeck-Angelmodde
40,T541
41,X90
