layer_id,layer_name
0,1
1,10
2,100
3,11
4,120
5,121
6,122
7,123
8,124
9,125
10,126
11,127
12,128
13,129
14,130
15,133
16,134
17,135
18,136
19,137
20,17
21,2
22,3
23,300
24,330
25,340
26,341
27,360
28,363
29,365
30,366
31,367
32,373
33,4
34,400
35,420
36,450
37,460
38,470
39,490
40,5
41,500
42,570
43,571
44,572
45,574
46,580
47,581
48,6
49,620
50,631
51,7
52,700
53,8
54,800
55,9
56,900
57,N31
58,N41
59,N43
60,N57
61,N62
62,N70
63,SEV
