layer_id,layer_name
0,1
1,10
2,111
3,132
4,141
5,152
6,155
7,2
8,20
9,208
10,220
11,234
12,235
13,3
14,30
15,31
16,35
17,350
18,357
19,36
20,4
21,43
22,5
23,51
24,52
25,58
26,6
27,60
28,61
29,65
30,75
31,80
32,812
33,891
34,894
35,9
36,90
37,91
38,92
39,95
40,N1
41,N3
42,RB52
43,RE 2
